ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60615,49,11/29/2020,12/05/2020,93,1402,224,3373.2,2132,37704,5130,90715.3,0.0,0.0,1,21,2.4,50.5,41563,60615-2020-49,POINT (-87.602725 41.801993)
60615,50,12/06/2020,12/12/2020,86,1488,207,3580.1,2005,39709,4824,95539.3,0.0,0.0,1,22,2.4,52.9,41563,60615-2020-50,POINT (-87.602725 41.801993)
60634,52,12/20/2020,12/26/2020,312,7465,411,9823,2485,62998,3270,82897.6,0.2,0.1,5,107,6.6,140.8,75995,60634-2020-52,POINT (-87.797373 41.944967)
60634,53,12/27/2020,01/02/2021,350,7815,461,10283.6,2647,65645,3483,86380.7,0.2,0.1,7,114,9.2,150.0,75995,60634-2020-53,POINT (-87.797373 41.944967)
60634,1,01/03/2021,01/09/2021,340,8155,447,10731,2772,68417,3648,90028.3,0.2,0.1,4,118,5.3,155.3,75995,60634-2021-1,POINT (-87.797373 41.944967)
60634,16,04/18/2021,04/24/2021,131,10191,172,13410.1,2209,99991,2907,131575.8,0.1,0.1,1,153,1.3,201.3,75995,60634-2021-16,POINT (-87.797373 41.944967)
60634,17,04/25/2021,05/01/2021,108,10299,142,13552.2,2103,102094,2767,134343,0.1,0.1,0,153,0.0,201.3,75995,60634-2021-17,POINT (-87.797373 41.944967)
60634,18,05/02/2021,05/08/2021,81,10380,107,13658.8,2026,104120,2666,137009,0.1,0.1,1,154,1.3,202.6,75995,60634-2021-18,POINT (-87.797373 41.944967)
60629,23,05/31/2020,06/06/2020,117,3250,105,2905.7,1034,10913,924,9756.8,0.2,0.3,5,77,4.5,68.8,111850,60629-2020-23,POINT (-87.711565 41.777061)
60629,24,06/07/2020,06/13/2020,94,3344,84,2989.7,1139,12052,1018,10775.1,0.1,0.3,7,84,6.3,75.1,111850,60629-2020-24,POINT (-87.711565 41.777061)
60629,25,06/14/2020,06/20/2020,82,3426,73,3063,994,13046,889,11663.8,0.1,0.3,4,88,3.6,78.7,111850,60629-2020-25,POINT (-87.711565 41.777061)
60629,26,06/21/2020,06/27/2020,83,3509,74,3137.2,1171,14217,1047,12710.8,0.1,0.2,4,92,3.6,82.3,111850,60629-2020-26,POINT (-87.711565 41.777061)
60629,27,06/28/2020,07/04/2020,70,3579,63,3199.8,960,15177,858,13569.1,0.1,0.2,4,96,3.6,85.8,111850,60629-2020-27,POINT (-87.711565 41.777061)
60629,28,07/05/2020,07/11/2020,84,3663,75,3274.9,1362,16539,1218,14786.8,0.1,0.2,1,97,0.9,86.7,111850,60629-2020-28,POINT (-87.711565 41.777061)
60629,29,07/12/2020,07/18/2020,106,3769,95,3369.7,1602,18141,1432,16219,0.1,0.2,3,100,2.7,89.4,111850,60629-2020-29,POINT (-87.711565 41.777061)
60629,30,07/19/2020,07/25/2020,99,3868,88,3458.2,1410,19551,1261,17479.7,0.1,0.2,2,102,1.8,91.2,111850,60629-2020-30,POINT (-87.711565 41.777061)
60629,31,07/26/2020,08/01/2020,153,4021,137,3595,1835,21386,1641,19120.3,0.1,0.2,4,106,3.6,94.8,111850,60629-2020-31,POINT (-87.711565 41.777061)
60629,32,08/02/2020,08/08/2020,188,4209,168,3763.1,1677,23063,1499,20619.6,0.1,0.2,2,108,1.8,96.6,111850,60629-2020-32,POINT (-87.711565 41.777061)
60629,33,08/09/2020,08/15/2020,171,4380,153,3916,1737,24800,1553,22172.6,0.1,0.2,0,108,0.0,96.6,111850,60629-2020-33,POINT (-87.711565 41.777061)
60634,19,05/09/2021,05/15/2021,50,10430,66,13724.6,1926,106046,2534,139543.4,0.0,0.1,1,155,1.3,204.0,75995,60634-2021-19,POINT (-87.797373 41.944967)
60634,20,05/16/2021,05/22/2021,63,10493,83,13807.5,1659,107705,2183,141726.4,0.0,0.1,1,156,1.3,205.3,75995,60634-2021-20,POINT (-87.797373 41.944967)
60634,21,05/23/2021,05/29/2021,31,10524,41,13848.3,1405,109110,1849,143575.2,0.0,0.1,2,158,2.6,207.9,75995,60634-2021-21,POINT (-87.797373 41.944967)
60634,6,02/07/2021,02/13/2021,121,9032,159,11885,1873,79454,2465,104551.6,0.1,0.1,7,135,9.2,177.6,75995,60634-2021-6,POINT (-87.797373 41.944967)
60634,7,02/14/2021,02/20/2021,87,9119,114,11999.5,1574,81028,2071,106622.8,0.1,0.1,2,137,2.6,180.3,75995,60634-2021-7,POINT (-87.797373 41.944967)
60634,8,02/21/2021,02/27/2021,102,9221,134,12133.7,1917,82945,2522,109145.3,0.1,0.1,2,139,2.6,182.9,75995,60634-2021-8,POINT (-87.797373 41.944967)
60634,9,02/28/2021,03/06/2021,91,9312,120,12253.4,2003,84948,2636,111781,0.1,0.1,3,142,3.9,186.9,75995,60634-2021-9,POINT (-87.797373 41.944967)
60636,41,10/04/2020,10/10/2020,34,1158,106,3595.9,544,11181,1689,34720.4,0.1,0.1,1,58,3.1,180.1,32203,60636-2020-41,POINT (-87.668597 41.77599)
60636,42,10/11/2020,10/17/2020,52,1210,162,3757.4,575,11756,1786,36505.9,0.1,0.1,0,58,0.0,180.1,32203,60636-2020-42,POINT (-87.668597 41.77599)
60615,51,12/13/2020,12/19/2020,66,1554,159,3738.9,1952,41661,4696,100235.8,0.0,0.0,1,23,2.4,55.3,41563,60615-2020-51,POINT (-87.602725 41.801993)
60615,52,12/20/2020,12/26/2020,53,1607,128,3866.4,1344,43005,3234,103469.4,0.0,0.0,1,24,2.4,57.7,41563,60615-2020-52,POINT (-87.602725 41.801993)
60615,53,12/27/2020,01/02/2021,59,1666,142,4008.4,1122,44127,2700,106168.9,0.1,0.0,1,25,2.4,60.1,41563,60615-2020-53,POINT (-87.602725 41.801993)
60615,1,01/03/2021,01/09/2021,67,1733,161,4169.6,1839,45966,4425,110593.6,0.0,0.0,5,30,12.0,72.2,41563,60615-2021-1,POINT (-87.602725 41.801993)
60615,10,03/07/2021,03/13/2021,17,2016,41,4850.5,2222,65607,5346,157849.5,0.0,0.0,0,35,0.0,84.2,41563,60615-2021-10,POINT (-87.602725 41.801993)
60615,11,03/14/2021,03/20/2021,21,2037,50,4901,2081,67688,5007,162856.4,0.0,0.0,0,35,0.0,84.2,41563,60615-2021-11,POINT (-87.602725 41.801993)
60636,43,10/18/2020,10/24/2020,46,1256,143,3900.3,572,12328,1776,38282.1,0.1,0.1,0,58,0.0,180.1,32203,60636-2020-43,POINT (-87.668597 41.77599)
60630,33,08/09/2020,08/15/2020,50,1054,87,1838,1047,12520,1826,21833.1,0.1,0.1,0,62,0.0,108.1,57344,60630-2020-33,POINT (-87.759611 41.971261)
60630,34,08/16/2020,08/22/2020,58,1112,101,1939.2,1017,13537,1774,23606.7,0.1,0.1,0,62,0.0,108.1,57344,60630-2020-34,POINT (-87.759611 41.971261)
60630,35,08/23/2020,08/29/2020,50,1162,87,2026.4,991,14528,1728,25334.8,0.1,0.1,1,63,1.7,109.9,57344,60630-2020-35,POINT (-87.759611 41.971261)
60630,36,08/30/2020,09/05/2020,56,1218,98,2124,960,15488,1674,27008.9,0.1,0.1,0,63,0.0,109.9,57344,60630-2020-36,POINT (-87.759611 41.971261)
60630,38,09/13/2020,09/19/2020,42,1289,73,2247.8,919,17190,1603,29977,0.1,0.1,0,66,0.0,115.1,57344,60630-2020-38,POINT (-87.759611 41.971261)
60636,44,10/25/2020,10/31/2020,83,1339,258,4158,683,13011,2121,40403.1,0.1,0.1,2,60,6.2,186.3,32203,60636-2020-44,POINT (-87.668597 41.77599)
60630,42,10/11/2020,10/17/2020,132,1603,230,2795.4,1442,21876,2515,38148.7,0.1,0.1,0,67,0.0,116.8,57344,60630-2020-42,POINT (-87.759611 41.971261)
60636,45,11/01/2020,11/07/2020,151,1490,469,4626.9,796,13807,2472,42874.9,0.2,0.1,1,61,3.1,189.4,32203,60636-2020-45,POINT (-87.668597 41.77599)
60636,46,11/08/2020,11/14/2020,157,1647,488,5114.4,1013,14820,3146,46020.6,0.2,0.1,1,62,3.1,192.5,32203,60636-2020-46,POINT (-87.668597 41.77599)
60636,47,11/15/2020,11/21/2020,153,1800,475,5589.5,1062,15882,3298,49318.4,0.2,0.1,5,67,15.5,208.1,32203,60636-2020-47,POINT (-87.668597 41.77599)
60636,48,11/22/2020,11/28/2020,130,1930,404,5993.2,826,16708,2565,51883.4,0.2,0.1,4,71,12.4,220.5,32203,60636-2020-48,POINT (-87.668597 41.77599)
60636,49,11/29/2020,12/05/2020,161,2091,500,6493.2,1003,17711,3115,54998,0.2,0.1,3,74,9.3,229.8,32203,60636-2020-49,POINT (-87.668597 41.77599)
60636,50,12/06/2020,12/12/2020,144,2235,447,6940.3,937,18648,2910,57907.6,0.2,0.1,2,76,6.2,236.0,32203,60636-2020-50,POINT (-87.668597 41.77599)
60636,1,01/03/2021,01/09/2021,93,2579,289,8008.6,789,21623,2450,67145.9,0.1,0.1,2,85,6.2,264.0,32203,60636-2021-1,POINT (-87.668597 41.77599)
60636,10,03/07/2021,03/13/2021,20,2849,62,8847,704,27764,2186,86215.6,0.0,0.1,2,96,6.2,298.1,32203,60636-2021-10,POINT (-87.668597 41.77599)
60636,11,03/14/2021,03/20/2021,22,2871,68,8915.3,695,28459,2158,88373.8,0.0,0.1,0,96,0.0,298.1,32203,60636-2021-11,POINT (-87.668597 41.77599)
60636,12,03/21/2021,03/27/2021,34,2905,106,9020.9,700,29159,2174,90547.5,0.1,0.1,1,97,3.1,301.2,32203,60636-2021-12,POINT (-87.668597 41.77599)
60636,13,03/28/2021,04/03/2021,52,2957,162,9182.4,748,29907,2323,92870.2,0.1,0.1,0,97,0.0,301.2,32203,60636-2021-13,POINT (-87.668597 41.77599)
60615,12,03/21/2021,03/27/2021,25,2062,60,4961.1,1822,69510,4384,167240.1,0.0,0.0,1,36,2.4,86.6,41563,60615-2021-12,POINT (-87.602725 41.801993)
60615,13,03/28/2021,04/03/2021,35,2097,84,5045.4,2116,71626,5091,172331.2,0.0,0.0,0,36,0.0,86.6,41563,60615-2021-13,POINT (-87.602725 41.801993)
60615,14,04/04/2021,04/10/2021,54,2151,130,5175.3,2314,73940,5568,177898.6,0.0,0.0,0,36,0.0,86.6,41563,60615-2021-14,POINT (-87.602725 41.801993)
60630,17,04/25/2021,05/01/2021,70,5729,122,9990.6,1488,66991,2595,116823,0.1,0.1,4,129,7.0,225.0,57344,60630-2021-17,POINT (-87.759611 41.971261)
60630,18,05/02/2021,05/08/2021,41,5770,72,10062.1,1477,68468,2576,119398.7,0.0,0.1,1,130,1.7,226.7,57344,60630-2021-18,POINT (-87.759611 41.971261)
60630,6,02/07/2021,02/13/2021,61,4847,106,8452.5,1268,50477,2211,88024.9,0.1,0.1,2,113,3.5,197.1,57344,60630-2021-6,POINT (-87.759611 41.971261)
60630,7,02/14/2021,02/20/2021,39,4886,68,8520.5,1152,51629,2009,90033.8,0.0,0.1,2,115,3.5,200.5,57344,60630-2021-7,POINT (-87.759611 41.971261)
60630,8,02/21/2021,02/27/2021,62,4948,108,8628.6,1312,52941,2288,92321.8,0.1,0.1,1,116,1.7,202.3,57344,60630-2021-8,POINT (-87.759611 41.971261)
60636,14,04/04/2021,04/10/2021,77,3034,239,9421.5,905,30812,2810,95680.5,0.1,0.1,1,98,3.1,304.3,32203,60636-2021-14,POINT (-87.668597 41.77599)
60636,19,05/09/2021,05/15/2021,52,3381,162,10499,914,35516,2838,110287.9,0.1,0.1,1,101,3.1,313.6,32203,60636-2021-19,POINT (-87.668597 41.77599)
60636,20,05/16/2021,05/22/2021,43,3424,134,10632.5,871,36387,2705,112992.6,0.1,0.1,2,103,6.2,319.8,32203,60636-2021-20,POINT (-87.668597 41.77599)
60636,21,05/23/2021,05/29/2021,17,3441,53,10685.3,771,37158,2394,115386.8,0.0,0.1,2,105,6.2,326.1,32203,60636-2021-21,POINT (-87.668597 41.77599)
60636,4,01/24/2021,01/30/2021,44,2732,137,8483.7,777,23893,2413,74195,0.1,0.1,2,91,6.2,282.6,32203,60636-2021-4,POINT (-87.668597 41.77599)
60636,5,01/31/2021,02/06/2021,27,2759,84,8567.5,621,24514,1928,76123.3,0.1,0.1,1,92,3.1,285.7,32203,60636-2021-5,POINT (-87.668597 41.77599)
60636,8,02/21/2021,02/27/2021,14,2818,44,8750.7,679,26394,2108,81961.3,0.0,0.1,0,94,0.0,291.9,32203,60636-2021-8,POINT (-87.668597 41.77599)
60636,9,02/28/2021,03/06/2021,11,2829,34,8784.9,666,27060,2068,84029.4,0.0,0.1,0,94,0.0,291.9,32203,60636-2021-9,POINT (-87.668597 41.77599)
60637,52,12/20/2020,12/26/2020,72,2339,152,4929,1414,68926,2980,145248,0.1,0.0,4,45,8.4,94.8,47454,60637-2020-52,POINT (-87.604053 41.780991)
60637,53,12/27/2020,01/02/2021,72,2411,152,5080.7,1255,70181,2645,147892.7,0.1,0.0,2,47,4.2,99.0,47454,60637-2020-53,POINT (-87.604053 41.780991)
60637,1,01/03/2021,01/09/2021,104,2515,219,5299.9,1846,72027,3890,151782.8,0.1,0.0,1,48,2.1,101.2,47454,60637-2021-1,POINT (-87.604053 41.780991)
60637,10,03/07/2021,03/13/2021,23,2889,48,6088,4076,108362,8589,228351.7,0.0,0.0,1,55,2.1,115.9,47454,60637-2021-10,POINT (-87.604053 41.780991)
60637,11,03/14/2021,03/20/2021,27,2916,57,6144.9,3842,112204,8096,236447.9,0.0,0.0,1,56,2.1,118.0,47454,60637-2021-11,POINT (-87.604053 41.780991)
60637,12,03/21/2021,03/27/2021,39,2955,82,6227.1,2919,115123,6151,242599.1,0.0,0.0,0,56,0.0,118.0,47454,60637-2021-12,POINT (-87.604053 41.780991)
60637,13,03/28/2021,04/03/2021,85,3040,179,6406.2,4486,119609,9453,252052.5,0.0,0.0,0,56,0.0,118.0,47454,60637-2021-13,POINT (-87.604053 41.780991)
60615,16,04/18/2021,04/24/2021,53,2278,128,5480.8,2260,78507,5438,188886.8,0.0,0.0,0,36,0.0,86.6,41563,60615-2021-16,POINT (-87.602725 41.801993)
60615,17,04/25/2021,05/01/2021,66,2344,159,5639.6,2155,80662,5185,194071.7,0.0,0.0,0,36,0.0,86.6,41563,60615-2021-17,POINT (-87.602725 41.801993)
60615,18,05/02/2021,05/08/2021,37,2381,89,5728.7,1998,82660,4807,198878.8,0.0,0.0,3,39,7.2,93.8,41563,60615-2021-18,POINT (-87.602725 41.801993)
60615,19,05/09/2021,05/15/2021,29,2410,70,5798.4,1820,84480,4379,203257.7,0.0,0.0,0,39,0.0,93.8,41563,60615-2021-19,POINT (-87.602725 41.801993)
60615,2,01/10/2021,01/16/2021,68,1801,164,4333.2,2218,48184,5336,115930,0.0,0.0,0,30,0.0,72.2,41563,60615-2021-2,POINT (-87.602725 41.801993)
60615,20,05/16/2021,05/22/2021,36,2446,87,5885,1387,85867,3337,206594.8,0.0,0.0,1,40,2.4,96.2,41563,60615-2021-20,POINT (-87.602725 41.801993)
60615,8,02/21/2021,02/27/2021,18,1987,43,4780.7,2304,61094,5543,146991.3,0.0,0.0,1,35,2.4,84.2,41563,60615-2021-8,POINT (-87.602725 41.801993)
60630,37,09/06/2020,09/12/2020,29,1247,51,2174.6,783,16271,1365,28374.4,0.0,0.1,3,66,5.2,115.1,57344,60630-2020-37,POINT (-87.759611 41.971261)
60630,39,09/20/2020,09/26/2020,39,1328,68,2315.8,922,18112,1608,31584.8,0.0,0.1,0,66,0.0,115.1,57344,60630-2020-39,POINT (-87.759611 41.971261)
60630,40,09/27/2020,10/03/2020,59,1387,103,2418.7,1094,19206,1908,33492.6,0.1,0.1,1,67,1.7,116.8,57344,60630-2020-40,POINT (-87.759611 41.971261)
60630,41,10/04/2020,10/10/2020,84,1471,146,2565.2,1228,20434,2142,35634.1,0.1,0.1,0,67,0.0,116.8,57344,60630-2020-41,POINT (-87.759611 41.971261)
60616,38,09/13/2020,09/19/2020,25,817,46,1500.1,1088,18061,1998,33161.4,0.0,0.0,2,40,3.7,73.4,54464,60616-2020-38,POINT (-87.629531 41.844869)
60616,39,09/20/2020,09/26/2020,28,845,51,1551.5,1468,19529,2695,35856.7,0.0,0.0,1,41,1.8,75.3,54464,60616-2020-39,POINT (-87.629531 41.844869)
60637,14,04/04/2021,04/10/2021,164,3204,346,6751.8,4783,124392,10079,262131.7,0.0,0.0,1,57,2.1,120.1,47454,60637-2021-14,POINT (-87.604053 41.780991)
60637,15,04/11/2021,04/17/2021,103,3307,217,6968.9,4573,128965,9637,271768.4,0.0,0.0,0,57,0.0,120.1,47454,60637-2021-15,POINT (-87.604053 41.780991)
60637,16,04/18/2021,04/24/2021,78,3385,164,7133.2,4182,133147,8813,280581.2,0.0,0.0,0,57,0.0,120.1,47454,60637-2021-16,POINT (-87.604053 41.780991)
60637,17,04/25/2021,05/01/2021,87,3472,183,7316.6,4394,137541,9260,289840.7,0.0,0.0,1,58,2.1,122.2,47454,60637-2021-17,POINT (-87.604053 41.780991)
60637,18,05/02/2021,05/08/2021,72,3544,152,7468.3,3769,141310,7942,297783.1,0.0,0.0,0,58,0.0,122.2,47454,60637-2021-18,POINT (-87.604053 41.780991)
60637,19,05/09/2021,05/15/2021,46,3590,97,7565.2,3691,145001,7778,305561.2,0.0,0.0,1,59,2.1,124.3,47454,60637-2021-19,POINT (-87.604053 41.780991)
60637,2,01/10/2021,01/16/2021,85,2600,179,5479,4103,76130,8646,160429,0.0,0.0,2,50,4.2,105.4,47454,60637-2021-2,POINT (-87.604053 41.780991)
60637,20,05/16/2021,05/22/2021,58,3648,122,7687.4,2923,147924,6160,311720.8,0.0,0.0,0,59,0.0,124.3,47454,60637-2021-20,POINT (-87.604053 41.780991)
60637,21,05/23/2021,05/29/2021,22,3670,46,7733.8,2344,150268,4940,316660.3,0.0,0.0,0,59,0.0,124.3,47454,60637-2021-21,POINT (-87.604053 41.780991)
60637,4,01/24/2021,01/30/2021,58,2725,122,5742.4,4196,84435,8842,177930.2,0.0,0.0,1,52,2.1,109.6,47454,60637-2021-4,POINT (-87.604053 41.780991)
60637,5,01/31/2021,02/06/2021,42,2767,88,5830.9,3855,88290,8124,186053.9,0.0,0.0,0,52,0.0,109.6,47454,60637-2021-5,POINT (-87.604053 41.780991)
60637,6,02/07/2021,02/13/2021,31,2798,65,5896.2,3909,92199,8238,194291.3,0.0,0.0,1,53,2.1,111.7,47454,60637-2021-6,POINT (-87.604053 41.780991)
60637,7,02/14/2021,02/20/2021,16,2814,34,5930,3855,96054,8124,202415,0.0,0.0,1,54,2.1,113.8,47454,60637-2021-7,POINT (-87.604053 41.780991)
60637,8,02/21/2021,02/27/2021,24,2838,51,5980.5,4018,100072,8467,210882.1,0.0,0.0,0,54,0.0,113.8,47454,60637-2021-8,POINT (-87.604053 41.780991)
60638,37,09/06/2020,09/12/2020,57,1890,97,3214.4,791,16367,1345,27836.5,0.1,0.1,0,47,0.0,79.9,58797,60638-2020-37,POINT (-87.771902 41.787032)
60638,38,09/13/2020,09/19/2020,78,1968,133,3347.1,988,17355,1680,29516.8,0.1,0.1,1,48,1.7,81.6,58797,60638-2020-38,POINT (-87.771902 41.787032)
60638,40,09/27/2020,10/03/2020,119,2184,202,3714.5,1056,19360,1796,32926.9,0.1,0.1,1,51,1.7,86.7,58797,60638-2020-40,POINT (-87.771902 41.787032)
60638,41,10/04/2020,10/10/2020,121,2305,206,3920.3,1138,20498,1936,34862.3,0.1,0.1,0,51,0.0,86.7,58797,60638-2020-41,POINT (-87.771902 41.787032)
60638,42,10/11/2020,10/17/2020,195,2500,332,4251.9,1322,21820,2248,37110.7,0.2,0.1,0,51,0.0,86.7,58797,60638-2020-42,POINT (-87.771902 41.787032)
60638,43,10/18/2020,10/24/2020,244,2744,415,4666.9,1512,23332,2572,39682.3,0.2,0.1,2,53,3.4,90.1,58797,60638-2020-43,POINT (-87.771902 41.787032)
60638,45,11/01/2020,11/07/2020,522,3630,888,6173.8,2256,27387,3837,46578.9,0.3,0.1,2,59,3.4,100.3,58797,60638-2020-45,POINT (-87.771902 41.787032)
60638,46,11/08/2020,11/14/2020,608,4238,1034,7207.9,2452,29839,4170,50749.2,0.3,0.2,5,64,8.5,108.8,58797,60638-2020-46,POINT (-87.771902 41.787032)
60638,47,11/15/2020,11/21/2020,370,4608,629,7837.1,2180,32019,3708,54456.9,0.2,0.2,3,67,5.1,114.0,58797,60638-2020-47,POINT (-87.771902 41.787032)
60638,48,11/22/2020,11/28/2020,315,4923,536,8372.9,1487,33506,2529,56985.9,0.3,0.2,5,72,8.5,122.5,58797,60638-2020-48,POINT (-87.771902 41.787032)
60638,49,11/29/2020,12/05/2020,363,5286,617,8990.3,1885,35391,3206,60191.8,0.2,0.2,5,77,8.5,131.0,58797,60638-2020-49,POINT (-87.771902 41.787032)
60638,18,05/02/2021,05/08/2021,61,7824,104,13306.8,1299,63778,2209,108471.5,0.1,0.1,2,117,3.4,199.0,58797,60638-2021-18,POINT (-87.771902 41.787032)
60638,19,05/09/2021,05/15/2021,48,7872,82,13388.4,1177,64955,2002,110473.3,0.1,0.1,2,119,3.4,202.4,58797,60638-2021-19,POINT (-87.771902 41.787032)
60638,20,05/16/2021,05/22/2021,42,7914,71,13459.9,1062,66017,1806,112279.5,0.1,0.1,0,119,0.0,202.4,58797,60638-2021-20,POINT (-87.771902 41.787032)
60638,21,05/23/2021,05/29/2021,20,7934,34,13493.9,877,66894,1492,113771.1,0.0,0.1,1,120,1.7,204.1,58797,60638-2021-21,POINT (-87.771902 41.787032)
60638,3,01/17/2021,01/23/2021,148,6832,252,11619.6,1494,46181,2541,78543.1,0.1,0.2,2,105,3.4,178.6,58797,60638-2021-3,POINT (-87.771902 41.787032)
60639,28,07/05/2020,07/11/2020,79,3670,87,4054.5,1336,18043,1476,19933.3,0.1,0.2,3,113,3.3,124.8,90517,60639-2020-28,POINT (-87.75531 41.920609)
60639,29,07/12/2020,07/18/2020,65,3735,72,4126.3,1454,19497,1606,21539.6,0.1,0.2,1,114,1.1,125.9,90517,60639-2020-29,POINT (-87.75531 41.920609)
60639,30,07/19/2020,07/25/2020,76,3811,84,4210.3,1446,20943,1598,23137.1,0.1,0.2,2,116,2.2,128.2,90517,60639-2020-30,POINT (-87.75531 41.920609)
60639,31,07/26/2020,08/01/2020,130,3941,144,4353.9,1717,22660,1897,25034,0.1,0.2,0,116,0.0,128.2,90517,60639-2020-31,POINT (-87.75531 41.920609)
60639,32,08/02/2020,08/08/2020,98,4039,108,4462.1,1442,24102,1593,26627,0.1,0.2,0,116,0.0,128.2,90517,60639-2020-32,POINT (-87.75531 41.920609)
60639,33,08/09/2020,08/15/2020,119,4158,132,4593.6,1577,25679,1742,28369.3,0.1,0.2,1,117,1.1,129.3,90517,60639-2020-33,POINT (-87.75531 41.920609)
60639,34,08/16/2020,08/22/2020,114,4272,126,4719.6,1524,27203,1684,30052.9,0.1,0.2,3,120,3.3,132.6,90517,60639-2020-34,POINT (-87.75531 41.920609)
60639,35,08/23/2020,08/29/2020,114,4386,126,4845.5,1428,28631,1578,31630.5,0.1,0.2,0,120,0.0,132.6,90517,60639-2020-35,POINT (-87.75531 41.920609)
60639,36,08/30/2020,09/05/2020,91,4477,100,4946,1398,30029,1544,33175,0.1,0.2,0,120,0.0,132.6,90517,60639-2020-36,POINT (-87.75531 41.920609)
60639,37,09/06/2020,09/12/2020,78,4555,86,5032.2,1211,31240,1338,34512.9,0.1,0.2,0,120,0.0,132.6,90517,60639-2020-37,POINT (-87.75531 41.920609)
60639,38,09/13/2020,09/19/2020,80,4635,88,5120.6,1351,32591,1492,36005.4,0.1,0.2,0,120,0.0,132.6,90517,60639-2020-38,POINT (-87.75531 41.920609)
60639,39,09/20/2020,09/26/2020,109,4744,120,5241,1453,34044,1605,37610.6,0.1,0.2,0,120,0.0,132.6,90517,60639-2020-39,POINT (-87.75531 41.920609)
60639,40,09/27/2020,10/03/2020,104,4848,115,5355.9,1396,35440,1542,39152.9,0.1,0.2,2,122,2.2,134.8,90517,60639-2020-40,POINT (-87.75531 41.920609)
60639,41,10/04/2020,10/10/2020,192,5040,212,5568,1743,37183,1926,41078.5,0.1,0.2,0,122,0.0,134.8,90517,60639-2020-41,POINT (-87.75531 41.920609)
60639,42,10/11/2020,10/17/2020,262,5302,289,5857.5,2051,39234,2266,43344.3,0.1,0.2,1,123,1.1,135.9,90517,60639-2020-42,POINT (-87.75531 41.920609)
60639,43,10/18/2020,10/24/2020,323,5625,357,6214.3,2361,41595,2608,45952.7,0.2,0.2,2,125,2.2,138.1,90517,60639-2020-43,POINT (-87.75531 41.920609)
60639,44,10/25/2020,10/31/2020,517,6142,571,6785.5,2631,44226,2907,48859.3,0.2,0.2,3,128,3.3,141.4,90517,60639-2020-44,POINT (-87.75531 41.920609)
60639,45,11/01/2020,11/07/2020,779,6921,861,7646.1,3455,47681,3817,52676.3,0.3,0.2,2,130,2.2,143.6,90517,60639-2020-45,POINT (-87.75531 41.920609)
60639,46,11/08/2020,11/14/2020,909,7830,1004,8650.3,3829,51510,4230,56906.4,0.3,0.2,6,136,6.6,150.2,90517,60639-2020-46,POINT (-87.75531 41.920609)
60639,47,11/15/2020,11/21/2020,756,8586,835,9485.5,3914,55424,4324,61230.5,0.3,0.2,6,142,6.6,156.9,90517,60639-2020-47,POINT (-87.75531 41.920609)
60639,48,11/22/2020,11/28/2020,541,9127,598,10083.2,2817,58241,3112,64342.6,0.2,0.2,4,146,4.4,161.3,90517,60639-2020-48,POINT (-87.75531 41.920609)
60639,49,11/29/2020,12/05/2020,685,9812,757,10840,3744,61985,4136,68478.8,0.2,0.2,8,154,8.8,170.1,90517,60639-2020-49,POINT (-87.75531 41.920609)
60639,50,12/06/2020,12/12/2020,650,10462,718,11558,3557,65542,3930,72408.5,0.2,0.2,9,163,9.9,180.1,90517,60639-2020-50,POINT (-87.75531 41.920609)
60639,51,12/13/2020,12/19/2020,491,10953,542,12100.5,2863,68405,3163,75571.4,0.2,0.2,8,171,8.8,188.9,90517,60639-2020-51,POINT (-87.75531 41.920609)
60639,10,03/07/2021,03/13/2021,75,13452,83,14861.3,2032,93791,2245,103617,0.0,0.2,1,224,1.1,247.5,90517,60639-2021-10,POINT (-87.75531 41.920609)
60639,11,03/14/2021,03/20/2021,85,13537,94,14955.2,2020,95811,2232,105848.6,0.1,0.2,2,226,2.2,249.7,90517,60639-2021-11,POINT (-87.75531 41.920609)
60639,12,03/21/2021,03/27/2021,114,13651,126,15081.1,2070,97881,2287,108135.5,0.1,0.2,0,226,0.0,249.7,90517,60639-2021-12,POINT (-87.75531 41.920609)
60639,13,03/28/2021,04/03/2021,118,13769,130,15211.5,2147,100028,2372,110507.4,0.1,0.2,1,227,1.1,250.8,90517,60639-2021-13,POINT (-87.75531 41.920609)
60606,27,06/28/2020,07/04/2020,4,33,129,1064.2,132,1154,4257,37213.8,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-27,POINT (-87.63676 41.882634)
60606,28,07/05/2020,07/11/2020,3,36,97,1160.9,127,1281,4096,41309.3,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-28,POINT (-87.63676 41.882634)
60616,40,09/27/2020,10/03/2020,28,873,51,1602.9,1348,20877,2475,38331.7,0.0,0.0,1,42,1.8,77.1,54464,60616-2020-40,POINT (-87.629531 41.844869)
60616,41,10/04/2020,10/10/2020,38,911,70,1672.7,1892,22769,3474,41805.6,0.0,0.0,0,42,0.0,77.1,54464,60616-2020-41,POINT (-87.629531 41.844869)
